_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude,neighborhood
3210305,0083J00203000000,"401 N NEGLEY AVE, PITTSBURGH, PA 15206",401, ,N,NEGLEY,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,12/9/2024,11/25/2024,300000,19887,78,0,VALID SALE,DE,DEED,40.466794,-79.929008,Garfield
3210313,0025C00212000200,"3080 SMALLMAN ST, PITTSBURGH, PA 15201",3080, ,,SMALLMAN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,12/10/2024,12/5/2024,490000,19889,13,9,OTHER INVALID SALES INDICATED,DE,DEED,40.460049,-79.972344,Strip District
3210310,0114K00195000000,"3929 CALIFORNIA AVE, PITTSBURGH, PA 15212",3929, ,,CALIFORNIA,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,12/6/2024,12/5/2024,91800,19886,135,9,OTHER INVALID SALES INDICATED,DE,DEED,40.485685,-80.043057,Brighton Heights
3210314,0005D00013000000,"321 MERIDAN ST, PITTSBURGH, PA 15211",321, ,,MERIDAN,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,12/6/2024,12/5/2024,1,19886,258,3,LOVE AND AFFECTION SALE,DE,DEED,40.433059,-80.01938,Duquesne Heights
3210311,0087B00004000000,"2028 WIGHTMAN ST, PITTSBURGH, PA 15217",2028, ,,WIGHTMAN,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,12/10/2024,12/5/2024,330000,19888,583,9,OTHER INVALID SALES INDICATED,DE,DEED,40.433136,-79.92786,Squirrel Hill South
3210317,0010C00038000000,"2539 WEBSTER AVE, PITTSBURGH, PA 15219",2539, ,,WEBSTER,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,12/6/2024,11/30/2024,1,19886,319,3,LOVE AND AFFECTION SALE,DE,DEED,40.45037,-79.97128,Bedford Dwellings
3210319,0046B00044000000,"2625 MAPLE AVE, PITTSBURGH, PA 15214",2625, ,,MAPLE,AVE,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,12/6/2024,12/6/2024,63000,19886,420,99,CORRECTIVE DEED / DUPLICATE SALE,SW,SPECIAL WARRANTY,40.471962,-80.008386,Perry South
3210320,0114P00178000000,"1902 TERMON AVE, PITTSBURGH, PA 15212",1902, ,,TERMON,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,12/9/2024,11/22/2024,1,19887,158,3,LOVE AND AFFECTION SALE,DE,DEED,40.482637,-80.043521,Brighton Heights
3210323,0052D00116000000,"615 S AIKEN AVE, PITTSBURGH, PA 15232",615, ,S,AIKEN,AVE,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,12/12/2024,11/21/2024,879400,19891,421,0,VALID SALE,DE,DEED,40.452327,-79.936231,Shadyside
3210326,0015F00236000000,"59 CLIMAX ST, PITTSBURGH, PA 15210",59, ,,CLIMAX,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2/28/2025,7/23/2024,1,19961,468,3,LOVE AND AFFECTION SALE,DE,DEED,40.41866,-80.00779,Beltzhoover
3210327,0019D00070000000,"701 ATTICA ST, PITTSBURGH, PA 15220",701, ,,ATTICA,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,3/15/2024,3/7/2024,20000,19605,208,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.44232,-80.03597,Elliott
3210328,0049N00060000000,"3719 PENN AVE, PITTSBURGH, PA 15201",3719, ,,PENN,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,3/14/2024,2/29/2024,435000,19604,6,0,VALID SALE,DE,DEED,40.464738,-79.961996,Lower Lawrenceville
3210332,0015F00031000000,"633 GRIFFIN ST, PITTSBURGH, PA 15211",633, ,,GRIFFIN,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,3/18/2024,3/14/2024,105100,19606,361,35,CORPORATION TRANSFER,DE,DEED,40.420789,-80.011732,Mount Washington
3210333,0016P00122000000,"1336 RUTHERFORD AVE, PITTSBURGH, PA 15216",1336, ,,RUTHERFORD,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,3/18/2024,3/11/2024,1,19606,381,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.41466,-80.02698,Beechview
3210338,0012E00300000000,"84 S 17TH ST, PITTSBURGH, PA 15203",84, ,S,17TH,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,3/18/2024,3/4/2024,105000,19607,101,9,OTHER INVALID SALES INDICATED,DE,DEED,40.429274,-79.982191,South Side Flats
3210339,0033R00083000000,"49 CALHOUN AVE, PITTSBURGH, PA 15210",49, ,,CALHOUN,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,3/15/2024,3/9/2024,149012,19605,448,0,VALID SALE,DE,DEED,40.406373,-79.989847,Carrick
3210342,0114G00233000000,"1530 PENNOCK RD, PITTSBURGH, PA 15212",1530, ,,PENNOCK,RD,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,3/18/2024,3/12/2024,1,19607,368,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.48862,-80.03898,Brighton Heights
3210355,0060G00172000000,"1419 BROWNSVILLE RD, PITTSBURGH, PA 15210",1419, ,,BROWNSVILLE,RD,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,3/25/2024,3/19/2024,1,19614,223,3,LOVE AND AFFECTION SALE,DE,DEED,40.40154,-79.98896,Carrick
3210354,0014M00041000000,"1725 ARLINGTON AVE, PITTSBURGH, PA 15210",1725, ,,ARLINGTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,117,17th Ward - PITTSBURGH,3/25/2024,3/19/2024,1,19614,217,3,LOVE AND AFFECTION SALE,DE,DEED,40.417772,-79.985467,South Side Slopes
3210356,0167C00156000000,"0 HIGHLAND AVE, PITTSBURGH, PA 15215",0, ,,HIGHLAND,AVE,,,PITTSBURGH,PA,15215,34,Shaler Area,944,Shaler  ,3/21/2024,3/21/2024,0,19612,147,GV,GOVERNMENT SALE,CR,COURT ORDER,40.461412,-79.924825,East Liberty
3210360,0050G00296000000,"5219 COLUMBO ST, PITTSBURGH, PA 15224",5219, ,,COLUMBO,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,110,10th Ward - PITTSBURGH,6/24/2024,6/24/2024,275000,19713,399,0,VALID SALE,DE,DEED,40.469169,-79.938234,Garfield
3210367,0023S00343000000,"527 SUISMON ST, PITTSBURGH, PA 15212",527, ,,SUISMON,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,9/12/2024,9/6/2024,220000,19798,236,H,MULTI-PARCEL SALE,DE,DEED,40.45508,-80.000045,East Allegheny
3210373,0005C00026000000,"332 ONEIDA ST, PITTSBURGH, PA 15211",332, ,,ONEIDA,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,9/11/2024,9/9/2024,1,19797,558,3,LOVE AND AFFECTION SALE,DE,DEED,40.43293,-80.02089,Duquesne Heights
3210379,0085H00052000100,"0 GETTYSBURG ST, PITTSBURGH, PA 15206",0, ,,GETTYSBURG,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,114,14th Ward - PITTSBURGH,9/11/2024,8/27/2024,4400,19798,34,H,MULTI-PARCEL SALE,DE,DEED,40.448751,-79.916314,Point Breeze
3210380,0084H00045000000,"100 DENNISTON ST, UNIT 61, PITTSBURGH, PA 15206",100, ,,DENNISTON,ST,UNIT,61,PITTSBURGH,PA,15206,47,Pittsburgh,107,7th Ward - PITTSBURGH,9/10/2024,7/19/2024,1,19796,106,3,LOVE AND AFFECTION SALE,DE,DEED,40.457933,-79.919714,Shadyside
3210382,0023M00098000000,"1213 LINDEN PL, PITTSBURGH, PA 15212",1213, ,,LINDEN,PL,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,9/9/2024,8/30/2024,385000,19794,481,0,VALID SALE,DE,DEED,40.457404,-80.001085,East Allegheny
3210383,0011K00140000B00,"2002 FORBES AVE, PITTSBURGH, PA 15219",2002, ,,FORBES,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,101,1st Ward  - PITTSBURGH,9/11/2024,9/11/2024,1,19798,105,3,LOVE AND AFFECTION SALE,GW,GENERAL WARRANTY,40.43719,-79.977589,Bluff
3210388,0115C00176000000,"4016 VINCETON ST, PITTSBURGH, PA 15214",4016, ,,VINCETON,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,9/10/2024,8/27/2024,96500,19797,3,35,CORPORATION TRANSFER,DE,DEED,40.49069,-80.02241,Perry North
3210389,0033N00030000000,"367 CONNISTON AVE, PITTSBURGH, PA 15210",367, ,,CONNISTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,9/10/2024,8/22/2024,0,19797,135,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.405855,-79.99899,Bon Air
3210390,0034M00116000000,"268 INSTITUTE ST, PITTSBURGH, PA 15210",268, ,,INSTITUTE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,9/10/2024,8/22/2024,0,19797,135,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.407356,-80.001823,Bon Air
3210393,0062D00233000000,"2010 PLAINVIEW AVE, PITTSBURGH, PA 15226",2010, ,,PLAINVIEW,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,9/12/2024,8/5/2024,46000,19799,70,1,SHERIFF SALE,SD,SHERIFF DEED,40.402779,-80.017081,Brookline
3210394,0068M00163000000,"1718 DURBIN ST, PITTSBURGH, PA 15205",1718, ,,DURBIN,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,9/13/2024,9/11/2024,1,19800,311,3,LOVE AND AFFECTION SALE,DE,DEED,40.42701,-80.06822,Oakwood
3210395,0024N00304000000,"616 LOCKHART ST, PITTSBURGH, PA 15212",616, ,,LOCKHART,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,9/9/2024,9/4/2024,494000,19795,245,0,VALID SALE,DE,DEED,40.452909,-79.998251,East Allegheny
3210399,0080G00013000000,"4934 HARRISON ST, PITTSBURGH, PA 15201",4934, ,,HARRISON,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,12/11/2024,12/11/2024,75000,198990,342,16,BUILDING NOT YET ASSESSED,DE,DEED,40.478679,-79.957397,Central Lawrenceville
3210404,0035K00199000000,"1725 BROADWAY AVE, PITTSBURGH, PA 15216",1725, ,,BROADWAY,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,12/11/2024,12/9/2024,1,19890,439,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.407789,-80.025173,Beechview
3210405,0135H00099000000,"667 BALDWIN RD, PITTSBURGH, PA 15207",667, ,,BALDWIN,RD,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,12/9/2024,10/18/2024,200000,19888,176,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.38062,-79.93453,Hays
3210408,0125B00077000000,"6524-6528 LLEWELLYN PL, PITTSBURGH, PA 15206",6524,-6528,,LLEWELLYN,PL,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,12/11/2024,11/15/2024,10000,19891,137,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.46173,-79.909708,Larimer
3210411,0040L00206000000,"106 CROTZER AVE, PITTSBURGH, PA 15205",106, ,,CROTZER,AVE,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,12/12/2024,12/9/2024,125000,19892,244,0,VALID SALE,SW,SPECIAL WARRANTY,40.436146,-80.057624,Westwood
3210412,0087K00086000000,"5818 MORROWFIELD AVE, PITTSBURGH, PA 15217",5818, ,,MORROWFIELD,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,12/11/2024,11/26/2024,1,19891,199,3,LOVE AND AFFECTION SALE,DE,DEED,40.4275,-79.9246,Squirrel Hill South
3210414,0095D00086000000,"144 MADELINE ST, PITTSBURGH, PA 15210",144, ,,MADELINE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,12/13/2024,12/3/2024,50000,19893,154,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.393539,-79.983322,Carrick
3210416,0080H00057000000,"5172 KEYSTONE ST, PITTSBURGH, PA 15201",5172, ,,KEYSTONE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,12/11/2024,12/10/2024,160000,19891,218,9,OTHER INVALID SALES INDICATED,DE,DEED,40.4791,-79.952794,Upper Lawrenceville
3210419,0033B00361000000,"328 MOORE AVE, PITTSBURGH, PA 15210",328, ,,MOORE,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,12/12/2024,11/12/2024,37500,19892,315,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.411713,-79.994198,Knoxville
3210421,0068M00029000000,"2 TARNER ST, PITTSBURGH, PA 15205",2, ,,TARNER,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,12/16/2024,11/12/2024,1,19894,245,H,MULTI-PARCEL SALE,DE,DEED,40.42667,-80.06684,Oakwood
3210423,0049B00324000000,"266 44TH ST, PITTSBURGH, PA 15201",266, ,,44TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,12/13/2024,10/22/2024,1,19893,397,3,LOVE AND AFFECTION SALE,DE,DEED,40.469977,-79.958078,Central Lawrenceville
3210431,0071F00239000000,"3817 MERLE ST, PITTSBURGH, PA 15204",3817, ,,MERLE,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,128,28th Ward - PITTSBURGH,3/4/2025,12/9/2024,1,19966,85,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.45822,-80.077976,Windgap
3210429,0127N00168000000,"2256 BEECHWOOD BLVD, PITTSBURGH, PA 15217",2256, ,,BEECHWOOD,BLVD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,12/17/2024,12/13/2024,1,19896,37,3,LOVE AND AFFECTION SALE,FD,FIDUCIARY DEED,40.433999,-79.913215,Squirrel Hill South
3210439,0020R00192000000,"621 LORENZ AVE, PITTSBURGH, PA 15220",621, ,,LORENZ,AVE,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,3/20/2024,3/14/2024,33000,19609,347,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.444968,-80.03877,Elliott
3210448,0022K00077000000,"1318 JUNIATA ST, PITTSBURGH, PA 15233",1318, ,,JUNIATA,ST,,,PITTSBURGH,PA,15233,47,Pittsburgh,121,21st Ward - PITTSBURGH,3/26/2024,3/25/2024,100000,19616,170,H,MULTI-PARCEL SALE,DE,DEED,40.457185,-80.026514,Manchester
3210461,0081E00120000000,"5400 CAMELIA ST, PITTSBURGH, PA 15201",5400, ,,CAMELIA,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,3/27/2024,3/27/2024,51641,19617,404,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.47939,-79.94642,Stanton Heights
3210466,0049J00302000000,"219 38TH ST, PITTSBURGH, PA 15201",219, ,,38TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,3/28/2024,2/29/2024,1,19619,129,3,LOVE AND AFFECTION SALE,DE,DEED,40.466552,-79.96352,Lower Lawrenceville
3210482,0054J00083000000,"401-403 SALINE ST, PITTSBURGH, PA 15207",401,-403,,SALINE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,114,14th Ward - PITTSBURGH,6/21/2024,6/4/2024,58500,19711,69,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.427852,-79.945282,Greenfield
3210496,0028L00346000000,"3454 BATES ST, PITTSBURGH, PA 15213",3454, ,,BATES,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,7/3/2024,7/3/2024,1,19725,526,3,LOVE AND AFFECTION SALE,DE,DEED,40.436538,-79.955328,Central Oakland
3210500,0024E00200000000,"863 VISTA ST, PITTSBURGH, PA 15212",863, ,,VISTA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,9/12/2024,9/12/2024,25075,19799,358,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.45848,-79.99611,East Allegheny
3210508,0120G00079000000,"6130 BUTLER ST, PITTSBURGH, PA 15201",6130, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,9/17/2024,8/22/2024,840000,19803,280,H,MULTI-PARCEL SALE,DE,DEED,40.487925,-79.93798,Stanton Heights
3210506,0033B00233000000,"400 ARABELLA ST, PITTSBURGH, PA 15210",400, ,,ARABELLA,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,9/17/2024,9/10/2024,55000,19803,261,0,VALID SALE,SW,SPECIAL WARRANTY,40.412812,-79.995105,Knoxville
3210513,0023J00058000000,"520 JACKSONIA ST, PITTSBURGH, PA 15212",520, ,,JACKSONIA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,9/18/2024,9/12/2024,525000,19804,437,0,VALID SALE,DE,DEED,40.457418,-80.013092,Central Northside
3210524,0015F00104000000,"721 BOGGS AVE, PITTSBURGH, PA 15211",721, ,,BOGGS,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,9/19/2024,9/10/2024,174900,19806,275,9,OTHER INVALID SALES INDICATED,DE,DEED,40.419118,-80.01152,Mount Washington
3210535,0025C00212000500,"3080 SMALLMAN ST, PITTSBURGH, PA 15201",3080, ,,SMALLMAN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,12/16/2024,12/16/2024,630000,19896,395,9,OTHER INVALID SALES INDICATED,DE,DEED,40.460049,-79.972344,Strip District
3210538,0138E00049000000,"2544 LIBRARY RD, PITTSBURGH, PA 15234",2544, ,,LIBRARY,RD,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,12/18/2024,12/6/2024,337500,19897,260,35,CORPORATION TRANSFER,GW,GENERAL WARRANTY,40.381445,-79.998767,Overbrook
3210571,0027C00134000000,"0 ANDOVER TER, PITTSBURGH, PA 15213",0, ,,ANDOVER,TER,,,PITTSBURGH,PA,15213,47,Pittsburgh,105,5th Ward - PITTSBURGH,4/4/2024,3/15/2024,445000,19627,588,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.451635,-79.955571,Upper Hill
3210612,0085A00013000000,"5519 HOWE ST, PITTSBURGH, PA 15232",5519, ,,HOWE,ST,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,7/9/2024,7/9/2024,1,19728,403,3,LOVE AND AFFECTION SALE,DE,DEED,40.45072,-79.93257,Shadyside
3210634,0172R00164000000,"7139 VERONA BLVD, PITTSBURGH, PA 15235",7139, ,,VERONA,BLVD,,,PITTSBURGH,PA,15235,47,Pittsburgh,112,12th Ward - PITTSBURGH,9/25/2024,9/23/2024,15000,19811,435,1,SHERIFF SALE,SD,SHERIFF DEED,40.47462,-79.88781,Lincoln-Lemington-Belmar
3210648,0049P00385030400,"3809 LIBERTY AVE, UNIT 304, PITTSBURGH, PA 15201",3809, ,,LIBERTY,AVE,UNIT,304,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,9/24/2024,9/23/2024,312000,19811,68,16,BUILDING NOT YET ASSESSED,SW,SPECIAL WARRANTY,40.462515,-79.96066,Lower Lawrenceville
3210652,0075R00064000000,"3236-3238 CALIFORNIA AVE, PITTSBURGH, PA 15212",3236,-3238,,CALIFORNIA,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,9/27/2024,9/24/2024,235000,19815,556,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.470742,-80.036216,Marshall-Shadeland
3210668,0139D00095000000,"2309 BERNARD ST, PITTSBURGH, PA 15234",2309, ,,BERNARD,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,12/24/2024,12/19/2024,1,19905,379,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.38427,-80.0033,Overbrook
3210698,0094F00145000000,"314 KIRK AVE, PITTSBURGH, PA 15227",314, ,,KIRK,AVE,,,PITTSBURGH,PA,15227,47,Pittsburgh,129,29th Ward - PITTSBURGH,4/9/2024,3/28/2024,10,19632,149,3,LOVE AND AFFECTION SALE,DE,DEED,40.390442,-79.976864,Carrick
3210747,0021A00024000000,"0 SANFORD ST, PITTSBURGH, PA 15204",0, ,,SANFORD,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,9/25/2024,9/20/2024,55000,19812,303,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.460103,-80.049434,Esplen
3210855,0138J00365000000,"2425 KINGWOOD ST, PITTSBURGH, PA 15234",2425, ,,KINGWOOD,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,4/19/2024,4/18/2024,285000,19643,134,99,CORRECTIVE DEED / DUPLICATE SALE,SW,SPECIAL WARRANTY,40.379301,-79.995449,Overbrook
3210867,0052A00168000000,"406 N NEVILLE ST, PITTSBURGH, PA 15213",406, ,N,NEVILLE,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,7/1/2024,6/24/2024,1,19721,336,H,MULTI-PARCEL SALE,DE,DEED,40.451174,-79.949382,North Oakland
3210965,0022H00228000000,"0 BRIGHTON PL, PITTSBURGH, PA 15212",0, ,,BRIGHTON,PL,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,4/17/2024,3/6/2024,200,19640,447,GV,GOVERNMENT SALE,TS,TREASURER DEED,40.458261,-80.017292,California-Kirkbride
3211075,0052A00168000000,"406 N NEVILLE ST, PITTSBURGH, PA 15213",406, ,N,NEVILLE,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,1/7/2025,12/26/2024,20000,19916,35,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.451174,-79.949382,North Oakland
3211191,0020L00047000000,"0 LAKEWOOD ST, PITTSBURGH, PA 15220",0, ,,LAKEWOOD,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,10/21/2024,10/11/2024,70000,19837,539,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.447948,-80.041219,Elliott
3211354,0023F00178000000,"0 E JEFFERSON ST, PITTSBURGH, PA 15212",0, ,E,JEFFERSON,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2/1/2024,1/8/2024,1,19567,91,3,LOVE AND AFFECTION SALE,DE,DEED,40.45916,-80.010143,Central Northside
3211623,0045S00145000000,"0 CHAUTAUQUA ST, PITTSBURGH, PA 15214",0, ,,CHAUTAUQUA,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,125,25th Ward - PITTSBURGH,8/5/2024,7/19/2024,200,19758,117,GV,GOVERNMENT SALE,QC,QUIT CLAIM,40.465411,-80.014157,Perry South
3211668,0022H00184000000,"0 BRIGHTON PL, PITTSBURGH, PA 15212",0, ,,BRIGHTON,PL,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,11/12/2024,10/15/2024,3000,19859,171,H,MULTI-PARCEL SALE,DE,DEED,40.458261,-80.017292,California-Kirkbride
3211688,0027B00114000000,"0 ANAHEIM ST, PITTSBURGH, PA 15219",0, ,,ANAHEIM,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,2/15/2024,1/11/2024,200,19577,220,GV,GOVERNMENT SALE,TS,TREASURER DEED,40.451936,-79.960436,Upper Hill
3211700,0052M00056000000,"0 BEELER ST, PITTSBURGH, PA 15217",0, ,,BEELER,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2/20/2024,1/23/2024,619000,19579,108,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.438228,-79.972588,West Oakland
3211917,0131N00068000000,"0 BENEZET ST, HOMESTEAD, PA 15120",0, ,,BENEZET,ST,,,HOMESTEAD,PA,15120,47,Pittsburgh,131,31st Ward - PITTSBURGH,11/21/2024,11/15/2024,2000,19870,138,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.396352,-79.914815,New Homestead
3211947,0002H00262000000,"23 VINE ST, PITTSBURGH, PA 15219",23, ,,VINE,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,103,3rd Ward - PITTSBURGH,4/17/2024,4/15/2024,49900,19641,8,1,SHERIFF SALE,SD,SHERIFF DEED,40.43952,-79.98416,Crawford-Roberts
3211971,0027D00286000000,"400 N NEVILLE ST, PITTSBURGH, PA 15213",400, ,N,NEVILLE,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,7/9/2024,6/21/2024,1,19729,1,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.451403,-79.949519,North Oakland
3212119,0027D00263000000,"234 MELWOOD AVE, PITTSBURGH, PA 15213",234, ,,MELWOOD,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,7/1/2024,6/24/2024,1,19721,336,H,MULTI-PARCEL SALE,DE,DEED,40.451113,-79.949924,North Oakland
3212318,0040R00180000000,"0 KEEVER AVE, PITTSBURGH, PA 15205",0, ,,KEEVER,AVE,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,12/23/2024,9/16/2024,0,19904,547,3,LOVE AND AFFECTION SALE,DE,DEED,40.434645,-80.05596,Westwood
